Layer 1 weights,Layer 2 weights,Layer 3 weights,Layer 1 biases,Layer 2 biases,Layer 3 biases
0.0007126554,,,,,
-0.014236906,,,,,
0.0790612,,,,,
0.18267189,,,,,
0.103351146,,,,,
0.27944547,,,,,
0.19206153,,,,,
0.17634034,,,,,
0.18074566,,,,,
0.1570123,,,,,
0.2610192,,,,,
-0.0020968274,,,,,
-0.066125944,,,,,
-0.069957696,,,,,
-0.030803852,,,,,
0.02830948,,,,,
0.02597628,,,,,
0.012342626,,,,,
-0.022478493,,,,,
0.03099148,,,,,
-0.01047942,,,,,
-0.0596247,,,,,
-0.090085305,,,,,
-0.066265374,,,,,
-0.025922105,,,,,
-0.0025592416,,,,,
-0.053396195,,,,,
-0.03249846,,,,,
0.05343662,,,,,
0.06787,,,,,
0.13369964,,,,,
0.08984744,,,,,
0.17500225,,,,,
0.306913,,,,,
-0.022911886,,,,,
0.24219622,,,,,
-0.03226516,,,,,
0.110651195,,,,,
0.18469726,,,,,
0.030313443,,,,,
-0.058195192,,,,,
-0.04695349,,,,,
-0.02245001,,,,,
0.016679082,,,,,
-0.047039885,,,,,
-0.051337536,,,,,
-0.072233036,,,,,
-0.02128576,,,,,
-0.070169516,,,,,
-0.04793852,,,,,
-0.07436008,,,,,
-0.05081108,,,,,
-0.06275134,,,,,
0.022123195,,,,,
-0.073950544,,,,,
0.022648472,,,,,
0.08299896,,,,,
0.10469685,,,,,
0.11123702,,,,,
0.04848898,,,,,
0.17921892,,,,,
0.7025171,,,,,
-0.07811945,,,,,
0.21590705,,,,,
0.031190364,,,,,
0.07941161,,,,,
0.011309332,,,,,
-0.033163205,,,,,
-0.084898636,,,,,
-0.035592597,,,,,
0.009408392,,,,,
-0.03276433,,,,,
-0.022334168,,,,,
-0.10040755,,,,,
-0.09485281,,,,,
-0.06879183,,,,,
-0.067189395,,,,,
-0.026958138,,,,,
-0.009927619,,,,,
0.011205356,,,,,
-0.02761325,,,,,
-0.021286253,,,,,
-0.071349114,,,,,
-0.02145312,,,,,
0.11438507,,,,,
0.12226708,,,,,
0.042411763,,,,,
0.021325007,,,,,
-0.1933095,,,,,
0.2307461,,,,,
-0.027340624,,,,,
0.41798586,,,,,
-0.1243638,,,,,
0.035608765,,,,,
0.04652893,,,,,
0.06271933,,,,,
-0.015384687,,,,,
-0.017457016,,,,,
0.0612594,,,,,
0.06433989,,,,,
0.02224885,,,,,
-0.019567648,,,,,
-0.012925226,,,,,
0.031975344,,,,,
0.048953474,,,,,
0.044169467,,,,,
0.0071403426,,,,,
0.036434915,,,,,
0.024522237,,,,,
-0.028286839,,,,,
-0.061483998,,,,,
0.024292756,,,,,
0.104392,,,,,
0.107133895,,,,,
-0.112573996,,,,,
-0.008771437,,,,,
0.09215427,,,,,
0.23652348,,,,,
-0.0053101396,,,,,
0.32636437,,,,,
-0.13266593,,,,,
0.12504981,,,,,
0.07081801,,,,,
0.10736996,,,,,
0.07014572,,,,,
0.06793135,,,,,
0.05726414,,,,,
0.04305654,,,,,
0.05581149,,,,,
0.025750237,,,,,
0.06585909,,,,,
0.06182957,,,,,
0.032778155,,,,,
0.03065996,,,,,
0.048138373,,,,,
0.054547686,,,,,
-0.0065184864,,,,,
-0.035432708,,,,,
0.04171869,,,,,
-0.043186624,,,,,
0.06760514,,,,,
0.040714752,,,,,
-0.27274615,,,,,
-0.20238149,,,,,
-0.09383473,,,,,
0.08776571,,,,,
0.03506628,,,,,
0.22611505,,,,,
0.09202896,,,,,
0.15691255,,,,,
0.01900692,,,,,
0.045247912,,,,,
0.115350135,,,,,
0.10892089,,,,,
0.022377178,,,,,
-0.016455757,,,,,
0.0555424,,,,,
0.014097083,,,,,
0.043249246,,,,,
0.04008632,,,,,
0.06295397,,,,,
0.018748267,,,,,
0.022392692,,,,,
0.017334478,,,,,
0.05758746,,,,,
0.0013403489,,,,,
-0.05874407,,,,,
-0.1382771,,,,,
-0.02287825,,,,,
-0.11173572,,,,,
-0.26918125,,,,,
0.012264853,,,,,
0.7310951,,,,,
0.1250716,,,,,
0.053404912,,,,,
0.12708822,,,,,
0.081354834,,,,,
0.008331356,,,,,
-0.034093834,,,,,
0.043030832,,,,,
0.101228826,,,,,
0.090918876,,,,,
0.028767494,,,,,
0.03900406,,,,,
0.02438625,,,,,
0.05842647,,,,,
0.017778937,,,,,
0.020272456,,,,,
0.032544523,,,,,
0.060030196,,,,,
-0.0083734915,,,,,
0.041747417,,,,,
0.042241916,,,,,
0.045437895,,,,,
-0.06035957,,,,,
-0.22565442,,,,,
-0.10858527,,,,,
-0.109595336,,,,,
-0.27395287,,,,,
-0.2119384,,,,,
0.2904861,,,,,
0.068014614,,,,,
-0.00124982,,,,,
0.008367292,,,,,
0.3483385,,,,,
0.09702463,,,,,
0.046114076,,,,,
0.10031411,,,,,
0.090754226,,,,,
0.071992144,,,,,
0.018726109,,,,,
0.062004954,,,,,
0.061333716,,,,,
0.045468006,,,,,
0.0452765,,,,,
0.034702253,,,,,
0.045164358,,,,,
0.03679864,,,,,
0.028122112,,,,,
0.07479303,,,,,
0.06982052,,,,,
-0.0576205,,,,,
-0.12475075,,,,,
-0.21255636,,,,,
-0.22045353,,,,,
-0.10076187,,,,,
0.08406958,,,,,
-0.4901864,,,,,
0.5022534,,,,,
-0.0053870934,,,,,
-0.0056239115,,,,,
0.01730147,,,,,
-0.19864908,,,,,
0.38245687,,,,,
0.428224,,,,,
0.19470637,,,,,
0.27905062,,,,,
0.12829287,,,,,
0.112883806,,,,,
0.07636369,,,,,
0.11794803,,,,,
0.06721749,,,,,
0.120349236,,,,,
0.0891183,,,,,
0.099841654,,,,,
0.027057422,,,,,
0.070959136,,,,,
0.027860776,,,,,
-0.09218276,,,,,
-0.11342091,,,,,
-0.19869323,,,,,
-0.22531107,,,,,
-0.31176934,,,,,
-0.2522602,,,,,
0.012548114,,,,,
-0.3489771,,,,,
0.013712816,,,,,
-0.02962056,,,,,
-0.029055111,,,,,
-0.01672703,,,,,
-0.17624876,,,,,
-0.5737753,,,,,
-0.0009274308,,,,,
0.17948249,,,,,
0.33581635,,,,,
0.21858998,,,,,
0.28483015,,,,,
0.17710595,,,,,
0.13840112,,,,,
0.16669205,,,,,
0.16380072,,,,,
0.13871905,,,,,
0.042471692,,,,,
-0.050473467,,,,,
0.01390968,,,,,
0.009707575,,,,,
-0.026152566,,,,,
0.038364124,,,,,
-0.11498793,,,,,
-0.28125605,,,,,
-0.21346545,,,,,
-0.36291525,,,,,
-0.048988022,,,,,
-0.37776905,,,,,
-0.02021352,,,,,
0.030610908,,,,,
-0.011505579,,,,,
-0.027067628,,,,,
-0.023639863,,,,,
-0.24701463,,,,,
-0.3809358,,,,,
-0.22711183,,,,,
-0.123590976,,,,,
0.013606218,,,,,
0.032862503,,,,,
-0.023111427,,,,,
0.15955448,,,,,
0.05138314,,,,,
-0.022478964,,,,,
0.025799546,,,,,
-0.012352172,,,,,
-0.031192476,,,,,
0.09521966,,,,,
0.10399895,,,,,
0.09309835,,,,,
-0.023542458,,,,,
-0.12533487,,,,,
-0.3142628,,,,,
-0.30624774,,,,,
-0.11957826,,,,,
0.024454793,,,,,
0.027459156,,,,,
-0.014915191,,,,,
0.001037355,,,,,
0.019186676,,,,,
-0.034742218,,,,,
-0.00033608932,,,,,
-0.007950153,,,,,
0.09024306,,,,,
0.112066,,,,,
0.113188386,,,,,
0.14961264,,,,,
0.20451967,,,,,
0.050961453,,,,,
0.01296133,,,,,
0.064014904,,,,,
0.05399706,,,,,
0.150195,,,,,
0.09749309,,,,,
0.094826005,,,,,
0.12631665,,,,,
0.16454376,,,,,
0.10271525,,,,,
-0.07741008,,,,,
0.15646137,,,,,
-0.11603005,,,,,
-0.53228253,,,,,
0.26544827,,,,,
0.024667239,,,,,
-0.03259782,,,,,
0.02022969,,,,,
-0.03265362,,,,,
0.028179089,,,,,
-0.01679137,,,,,
0.0054824823,,,,,
-0.02196459,,,,,
0.007659776,,,,,
-0.017412927,,,,,
0.015826596,,,,,
0.012497366,,,,,
0.03461807,,,,,
0.017124731,,,,,
-0.011572127,,,,,
0.020599736,,,,,
-0.075295,,,,,
-0.15970877,,,,,
-0.11752125,,,,,
-0.08341329,,,,,
0.00872297,,,,,
-0.02432375,,,,,
0.026843673,,,,,
-0.006041761,,,,,
-0.011615907,,,,,
0.0064223413,,,,,
0.030699553,,,,,
0.021985222,,,,,
0.027648931,,,,,
0.030497216,,,,,
0.0037076133,,,,,
0.019217223,,,,,
-0.0140591785,,,,,
0.0011998628,,,,,
-0.016920933,,,,,
0.004855548,,,,,
-0.025682062,,,,,
0.022854647,,,,,
-0.3505609,,,,,
-0.36814657,,,,,
-0.40650794,,,,,
-0.078492954,,,,,
-0.12769346,,,,,
-0.21818367,,,,,
-0.2975492,,,,,
-0.21431638,,,,,
-0.18580006,,,,,
-0.31853968,,,,,
-0.3516111,,,,,
-0.29483384,,,,,
-0.04239599,,,,,
-0.20441394,,,,,
-0.23239401,,,,,
0.0016835761,,,,,
-0.34197968,,,,,
-0.36298832,,,,,
-0.027797509,,,,,
0.017310245,,,,,
-0.01177672,,,,,
-0.028712533,,,,,
0.014361029,,,,,
-0.022102093,,,,,
-0.039035667,,,,,
-0.53539914,,,,,
-0.07713189,,,,,
0.0450613,,,,,
-0.091102496,,,,,
-0.23582892,,,,,
-0.10363214,,,,,
-0.15723056,,,,,
-0.20377822,,,,,
-0.23199959,,,,,
-0.17094274,,,,,
-0.11283266,,,,,
-0.08265105,,,,,
-0.16878702,,,,,
-0.053838607,,,,,
0.030554278,,,,,
0.04011573,,,,,
0.13781287,,,,,
0.07337025,,,,,
-0.004804232,,,,,
0.072605304,,,,,
-0.0699533,,,,,
-0.13948666,,,,,
0.023571365,,,,,
-0.034720667,,,,,
0.0277639,,,,,
0.035353452,,,,,
-0.023684073,,,,,
-0.26951203,,,,,
-0.5657015,,,,,
-0.47060668,,,,,
-0.15980469,,,,,
-0.1257393,,,,,
-0.14894618,,,,,
-0.2897138,,,,,
-0.23436816,,,,,
-0.046852197,,,,,
0.023267036,,,,,
-0.037041675,,,,,
-0.11032766,,,,,
0.054036032,,,,,
0.031209275,,,,,
0.038852073,,,,,
0.098012365,,,,,
0.051912352,,,,,
0.028934635,,,,,
0.12755057,,,,,
0.18708101,,,,,
0.119012184,,,,,
0.09890914,,,,,
-0.03917669,,,,,
-0.21037467,,,,,
-0.2678794,,,,,
-0.0012246243,,,,,
0.01636907,,,,,
0.13454781,,,,,
-0.26786163,,,,,
0.0627877,,,,,
0.15141954,,,,,
-0.12683326,,,,,
-0.13770026,,,,,
-0.0416123,,,,,
-0.16636549,,,,,
-0.12878434,,,,,
-0.0016958516,,,,,
-0.0351254,,,,,
0.019405516,,,,,
0.026393231,,,,,
0.019713828,,,,,
0.011152283,,,,,
0.000620175,,,,,
0.03309293,,,,,
0.07598936,,,,,
0.07569993,,,,,
0.10773816,,,,,
0.12605532,,,,,
0.10650776,,,,,
0.0006368032,,,,,
0.2852524,,,,,
0.47940695,,,,,
0.046586506,,,,,
-0.4339172,,,,,
0.0044968384,,,,,
-0.017444259,,,,,
-0.3052261,,,,,
0.047148757,,,,,
0.09477419,,,,,
0.07045631,,,,,
-0.028250704,,,,,
0.048493505,,,,,
0.010359255,,,,,
0.0495639,,,,,
0.05142804,,,,,
0.034840066,,,,,
0.031483736,,,,,
0.010960146,,,,,
-0.029053593,,,,,
-0.009961848,,,,,
-0.015699547,,,,,
0.0068987356,,,,,
0.034621812,,,,,
-0.042692877,,,,,
-0.039851077,,,,,
-0.07268734,,,,,
-0.05567615,,,,,
-0.060178235,,,,,
-0.032437917,,,,,
0.07129741,,,,,
-0.100296125,,,,,
0.32326603,,,,,
-0.014837215,,,,,
0.09421609,,,,,
0.5470636,,,,,
0.2361532,,,,,
0.14062107,,,,,
0.07011771,,,,,
0.0060472162,,,,,
-0.026671495,,,,,
0.027902061,,,,,
0.06541416,,,,,
0.075869635,,,,,
0.06259347,,,,,
0.050604783,,,,,
0.017550483,,,,,
0.05105365,,,,,
0.01835897,,,,,
0.053348705,,,,,
0.05673047,,,,,
0.025505427,,,,,
-0.019515552,,,,,
-0.013435534,,,,,
-0.033445437,,,,,
-0.04770445,,,,,
-0.011938696,,,,,
0.010199925,,,,,
-0.05024121,,,,,
0.28043613,,,,,
-0.32317635,,,,,
0.028785698,,,,,
0.22476116,,,,,
0.28724194,,,,,
0.20033492,,,,,
0.100976594,,,,,
0.08238014,,,,,
-0.003913489,,,,,
-0.029047186,,,,,
-0.01268267,,,,,
0.051769674,,,,,
0.032135677,,,,,
0.036671005,,,,,
0.067245826,,,,,
0.05640296,,,,,
0.05060744,,,,,
0.07594995,,,,,
0.12976022,,,,,
0.06528109,,,,,
0.043508515,,,,,
0.0095442515,,,,,
0.06149806,,,,,
0.0128842015,,,,,
-0.08859152,,,,,
-0.06464578,,,,,
-0.018155396,,,,,
0.034991216,,,,,
0.17722009,,,,,
-0.17176929,,,,,
-0.76811916,,,,,
-0.123346604,,,,,
0.2203489,,,,,
0.04442872,,,,,
0.074618466,,,,,
0.06041298,,,,,
0.033571925,,,,,
0.024200553,,,,,
0.0201635,,,,,
0.063778564,,,,,
-0.0005025068,,,,,
0.055858444,,,,,
0.008719953,,,,,
0.040542424,,,,,
0.045246016,,,,,
0.0563272,,,,,
0.08586843,,,,,
0.0133988885,,,,,
0.07224844,,,,,
0.061648607,,,,,
0.05163725,,,,,
0.03135054,,,,,
-0.019878527,,,,,
-0.069676004,,,,,
0.0552412,,,,,
0.3104825,,,,,
0.01595604,,,,,
-0.083501264,,,,,
0.119444646,,,,,
0.1861997,,,,,
0.13172095,,,,,
-0.030475633,,,,,
0.07887581,,,,,
0.0606381,,,,,
0.028673587,,,,,
0.029959332,,,,,
0.04034821,,,,,
0.07554093,,,,,
0.0044062953,,,,,
0.06274271,,,,,
0.030295564,,,,,
0.021470577,,,,,
0.015571112,,,,,
0.070356876,,,,,
0.022013016,,,,,
0.019031659,,,,,
0.05177356,,,,,
0.022757899,,,,,
0.025712704,,,,,
0.018358864,,,,,
-0.014088392,,,,,
-0.042349823,,,,,
0.030311354,,,,,
0.14323628,,,,,
0.21517865,,,,,
0.61681324,,,,,
0.13420339,,,,,
0.102099195,,,,,
-0.023271168,,,,,
0.0066755144,,,,,
0.03988948,,,,,
-0.010022089,,,,,
0.01637674,,,,,
0.045257725,,,,,
0.0427478,,,,,
0.08393349,,,,,
0.05107794,,,,,
0.026222542,,,,,
0.014969606,,,,,
-0.020042378,,,,,
-0.016999666,,,,,
0.020136146,,,,,
0.07472377,,,,,
0.014140139,,,,,
0.0042746174,,,,,
0.040206257,,,,,
-0.014222345,,,,,
-0.06021882,,,,,
-0.021331493,,,,,
-0.06592308,,,,,
-0.082896665,,,,,
0.29095393,,,,,
0.15832536,,,,,
0.06258524,,,,,
0.12226922,,,,,
0.14600198,,,,,
0.091950536,,,,,
0.12211938,,,,,
-0.015882352,,,,,
0.023535166,,,,,
0.022211421,,,,,
0.026711272,,,,,
0.053806487,,,,,
0.056266803,,,,,
0.12082322,,,,,
0.08881757,,,,,
0.09061788,,,,,
0.032165986,,,,,
0.027491692,,,,,
0.07934411,,,,,
0.08034948,,,,,
0.045568414,,,,,
0.08266257,,,,,
0.03313027,,,,,
-0.012470378,,,,,
-0.1016932,,,,,
-0.10956136,,,,,
-0.16735986,,,,,
-0.27956435,,,,,
0.101418324,,,,,
-0.077294275,,,,,
-0.2969341,,,,,
0.1322032,,,,,
0.13236956,,,,,
0.14962776,,,,,
0.11493243,,,,,
-0.023218773,,,,,
0.057669774,,,,,
0.07820602,,,,,
0.10867756,,,,,
0.114419684,,,,,
0.08726183,,,,,
0.15426898,,,,,
0.13359402,,,,,
0.09703427,,,,,
0.0054507484,,,,,
0.04348567,,,,,
0.13737251,,,,,
0.083094284,,,,,
0.10121702,,,,,
0.087203085,,,,,
0.042821098,,,,,
0.009710858,,,,,
-0.096131705,,,,,
-0.09126167,,,,,
-0.11883245,,,,,
-0.20364782,,,,,
0.08373872,,,,,
-0.33172923,,,,,
-0.49044955,,,,,
-0.1430612,,,,,
0.03883687,,,,,
0.18274687,,,,,
-0.020776214,,,,,
0.093471654,,,,,
0.0942236,,,,,
0.04794313,,,,,
0.09698346,,,,,
0.072961435,,,,,
0.07646792,,,,,
0.14166534,,,,,
0.105261445,,,,,
0.07224838,,,,,
0.011882938,,,,,
0.08205969,,,,,
0.13430828,,,,,
0.14715286,,,,,
0.10737705,,,,,
0.08736358,,,,,
0.06566729,,,,,
0.06492096,,,,,
-0.008022651,,,,,
-0.04103878,,,,,
-0.118248604,,,,,
-0.16656525,,,,,
-0.05370568,,,,,
-0.26015013,,,,,
-0.38860533,,,,,
0.04579887,,,,,
0.1645409,,,,,
0.13287485,,,,,
0.032132685,,,,,
0.15167981,,,,,
0.040704913,,,,,
0.053670626,,,,,
0.05157446,,,,,
0.056060214,,,,,
0.09895533,,,,,
0.060772177,,,,,
0.0977072,,,,,
0.051714644,,,,,
0.06455174,,,,,
0.051447112,,,,,
0.11508947,,,,,
0.13537379,,,,,
0.09851624,,,,,
0.11185867,,,,,
0.11097482,,,,,
0.10133171,,,,,
0.033666607,,,,,
-0.017587848,,,,,
0.0098095015,,,,,
-0.009767853,,,,,
-0.10526445,,,,,
-0.38235244,,,,,
-0.35836318,,,,,
0.09367816,,,,,
0.22791015,,,,,
0.24314857,,,,,
0.028511183,,,,,
0.15171671,,,,,
0.07965581,,,,,
0.0376398,,,,,
-0.00720594,,,,,
0.055729646,,,,,
-0.0008258539,,,,,
0.09244411,,,,,
0.09118221,,,,,
0.09270927,,,,,
-0.013867735,,,,,
-0.0033592521,,,,,
0.02660896,,,,,
0.08379983,,,,,
0.13388956,,,,,
0.069751315,,,,,
0.1254358,,,,,
0.10350541,,,,,
0.09975709,,,,,
0.09845831,,,,,
0.038797274,,,,,
-0.1797457,,,,,
-0.36935717,,,,,
-0.04383468,,,,,
-0.42660087,,,,,
0.10520277,,,,,
0.22685769,,,,,
0.3776636,,,,,
-0.03491044,,,,,
0.11505548,,,,,
-0.016083749,,,,,
-0.065153874,,,,,
-0.0064512314,,,,,
0.00600182,,,,,
-0.015445888,,,,,
0.011058693,,,,,
0.016414324,,,,,
0.07686409,,,,,
-0.038928244,,,,,
-0.04337934,,,,,
0.016277052,,,,,
0.04001955,,,,,
0.11521697,,,,,
0.1099976,,,,,
0.12460837,,,,,
0.07374175,,,,,
0.05996262,,,,,
0.054427836,,,,,
-0.05299614,,,,,
-0.13085823,,,,,
-0.35250288,,,,,
-0.28701726,,,,,
-0.34724367,,,,,
0.009486446,,,,,
0.2797239,,,,,
0.35589027,,,,,
0.03299668,,,,,
0.07947676,,,,,
0.01140016,,,,,
-0.07804387,,,,,
-0.06430578,,,,,
-0.08450289,,,,,
-0.047375258,,,,,
-0.05976225,,,,,
-0.0030903174,,,,,
-0.0054037245,,,,,
0.009852336,,,,,
-0.0348559,,,,,
0.07223852,,,,,
0.09216492,,,,,
0.0728254,,,,,
0.102948025,,,,,
0.08149522,,,,,
0.045805484,,,,,
0.0024498454,,,,,
-0.061544802,,,,,
-0.030006366,,,,,
-0.18402907,,,,,
-0.3195041,,,,,
-0.16760202,,,,,
-0.68192977,,,,,
0.52395725,,,,,
0.19250514,,,,,
0.3317878,,,,,
0.14380026,,,,,
0.12408722,,,,,
0.02207755,,,,,
-0.02230048,,,,,
-0.06950377,,,,,
-0.079838246,,,,,
-0.12127297,,,,,
-0.120008215,,,,,
-0.035032384,,,,,
-0.059055954,,,,,
-0.0471595,,,,,
0.024543714,,,,,
0.06617939,,,,,
0.04384538,,,,,
0.06775328,,,,,
0.07971681,,,,,
0.05925572,,,,,
0.08083153,,,,,
-0.0049232184,,,,,
-0.03998249,,,,,
-0.14750472,,,,,
-0.2544862,,,,,
-0.29941908,,,,,
0.26285112,,,,,
-0.3806045,,,,,
-0.069310136,,,,,
-0.16946423,,,,,
0.25421146,,,,,
0.24572857,,,,,
0.10555282,,,,,
0.0745927,,,,,
0.02870021,,,,,
-0.033162452,,,,,
-0.09490197,,,,,
-0.11674166,,,,,
-0.087322816,,,,,
-0.1504644,,,,,
-0.123982504,,,,,
-0.05192915,,,,,
0.02044834,,,,,
0.0322778,,,,,
0.03809013,,,,,
0.03176334,,,,,
0.04563469,,,,,
0.028255034,,,,,
0.035713468,,,,,
-0.05040878,,,,,
-0.14351694,,,,,
-0.22947116,,,,,
-0.25221044,,,,,
-0.21851863,,,,,
-0.22827534,,,,,
-0.3333358,,,,,
0.0059662806,,,,,
-0.11198059,,,,,
0.07700948,,,,,
0.13263369,,,,,
0.11375573,,,,,
0.053458065,,,,,
-0.011400187,,,,,
-0.10845873,,,,,
-0.12826654,,,,,
-0.12831868,,,,,
-0.1170341,,,,,
-0.13605568,,,,,
-0.12256109,,,,,
-0.034140676,,,,,
-0.0054789474,,,,,
0.05131438,,,,,
0.059664384,,,,,
0.05127833,,,,,
0.011965801,,,,,
0.03064731,,,,,
-0.050639946,,,,,
-0.092363335,,,,,
-0.16854087,,,,,
-0.18464643,,,,,
-0.239745,,,,,
-0.16609749,,,,,
-0.2179069,,,,,
-0.1075505,,,,,
-0.16142087,,,,,
0.07666205,,,,,
-0.027667994,,,,,
-0.12271347,,,,,
-0.0034316585,,,,,
-0.020123579,,,,,
-0.06997551,,,,,
-0.092009515,,,,,
-0.051440813,,,,,
-0.07360203,,,,,
-0.07076373,,,,,
-0.05262028,,,,,
-0.040910378,,,,,
-0.04717234,,,,,
-0.013294089,,,,,
0.01687391,,,,,
0.016951296,,,,,
0.022499649,,,,,
-0.03956837,,,,,
-0.01171468,,,,,
-0.06287472,,,,,
-0.09962071,,,,,
-0.15544987,,,,,
-0.21748054,,,,,
-0.18341091,,,,,
-0.35092035,,,,,
-0.70100707,,,,,
-0.15130846,,,,,
-0.106021084,,,,,
0.12769765,,,,,
-0.09557414,,,,,
-0.15716042,,,,,
-0.016458808,,,,,
-0.11584113,,,,,
-0.06596327,,,,,
-0.02117199,,,,,
-0.0776618,,,,,
-0.08991363,,,,,
-0.05623806,,,,,
-0.03980107,,,,,
-0.013085018,,,,,
0.03256044,,,,,
-0.001347187,,,,,
0.020490618,,,,,
0.04305678,,,,,
-0.021886643,,,,,
-0.033887953,,,,,
0.027979434,,,,,
-0.012126302,,,,,
-0.0017948056,,,,,
-0.1302736,,,,,
-0.17716102,,,,,
-0.26293102,,,,,
-0.35026202,,,,,
-0.53011686,,,,,
-0.15511735,,,,,
-0.018119395,,,,,
-0.0086478125,,,,,
0.07222341,,,,,
0.32603264,,,,,
0.17290089,,,,,
0.097556405,,,,,
0.02632343,,,,,
0.05282937,,,,,
0.023216736,,,,,
0.0022472797,,,,,
0.062089805,,,,,
0.038106788,,,,,
-0.00497706,,,,,
-0.0002331518,,,,,
0.031776052,,,,,
0.049094185,,,,,
0.003866367,,,,,
-0.015375936,,,,,
0.0053648637,,,,,
0.026443226,,,,,
0.015149896,,,,,
0.06761316,,,,,
-0.114901386,,,,,
-0.067130454,,,,,
-0.18879387,,,,,
0.012471485,,,,,
-0.44649124,,,,,
0.03138067,,,,,
-0.028757766,,,,,
-0.030802792,,,,,
0.40280485,,,,,
0.4667782,,,,,
0.2782017,,,,,
0.30247623,,,,,
0.22829168,,,,,
0.21038893,,,,,
0.10915516,,,,,
0.058937654,,,,,
0.095334105,,,,,
0.0929791,,,,,
0.069929294,,,,,
0.117163725,,,,,
0.07041657,,,,,
0.076816626,,,,,
0.08960181,,,,,
0.06042184,,,,,
0.03952237,,,,,
0.033123486,,,,,
0.107102044,,,,,
0.04015272,,,,,
0.23284279,,,,,
0.26859292,,,,,
-0.3788864,,,,,
-0.17198414,,,,,
-0.21943334,,,,,
-0.0005851516,,,,,
0.0048805648,,,,,
0.031480327,,,,,
0.2887993,,,,,
0.31411678,,,,,
0.3192025,,,,,
0.29663283,,,,,
0.16941273,,,,,
0.21674393,,,,,
0.18315548,,,,,
0.15974471,,,,,
0.14046925,,,,,
0.14183997,,,,,
0.16204643,,,,,
0.14931613,,,,,
0.15570858,,,,,
0.15290506,,,,,
0.11011274,,,,,
0.14929993,,,,,
0.14211313,,,,,
0.12512203,,,,,
0.11624769,,,,,
0.096748404,,,,,
0.017358929,,,,,
0.24122259,,,,,
-0.013718766,,,,,
0.23108034,,,,,
-0.2328491,,,,,
0.0014692333,,,,,
0.010588485,,,,,
0.011036192,,,,,
-0.019413566,,,,,
0.2148012,,,,,
0.2907492,,,,,
0.2037552,,,,,
0.21872967,,,,,
0.19323039,,,,,
0.1695497,,,,,
0.2288613,,,,,
0.1493272,,,,,
0.16270737,,,,,
0.18554269,,,,,
0.19921923,,,,,
0.2537305,,,,,
0.24481684,,,,,
0.17619167,,,,,
0.2029677,,,,,
0.17086895,,,,,
0.12587558,,,,,
0.15111135,,,,,
0.26782423,,,,,
0.199372,,,,,
0.12132015,,,,,
0.15310742,,,,,
0.14767773,,,,,
-0.00069779163,,,,,
-0.020561453,,,,,
-0.018305043,,,,,
-0.013863606,,,,,
0.03525818,,,,,
0.026800387,,,,,
0.16594006,,,,,
0.16004042,,,,,
0.10845395,,,,,
0.10839408,,,,,
0.08592468,,,,,
0.19710049,,,,,
0.1777475,,,,,
0.16069657,,,,,
0.17967872,,,,,
0.1617131,,,,,
0.22966674,,,,,
0.17637423,,,,,
0.15771635,,,,,
0.14020814,,,,,
0.29098782,,,,,
0.31632122,,,,,
0.1583819,,,,,
0.1963389,,,,,
0.34952515,,,,,
0.15928735,,,,,
-0.033196714,,,,,
-0.03337078,,,,,
-0.022744648,,,,,
-0.012976174,,,,,
0.029183598,,,,,
-0.0041871117,,,,,
-0.025873514,,,,,
0.021702882,,,,,
-0.010354954,,,,,
-0.014262796,,,,,
0.027703509,,,,,
0.016104572,,,,,
0.013575883,,,,,
-0.030450217,,,,,
-0.007619113,,,,,
-0.0110923955,,,,,
-0.011245639,,,,,
-0.050791718,,,,,
-0.027688876,,,,,
-0.0080553405,,,,,
0.016750455,,,,,
0.033447217,,,,,
0.026319493,,,,,
-0.009135375,,,,,
0.031542536,,,,,
0.007989492,,,,,
0.0012819555,,,,,
0.007337583,,,,,
-0.00510716,,,,,
-0.01725815,,,,,
-0.025750672,,,,,
0.005455375,,,,,
0.00996479,,,,,
0.024521952,,,,,
0.025743537,,,,,
0.020998206,,,,,
0.039023075,,,,,
0.04523159,,,,,
0.2145891,,,,,
0.22815067,,,,,
0.24029799,,,,,
0.15487249,,,,,
0.18259273,,,,,
0.23356394,,,,,
0.25379544,,,,,
0.16722924,,,,,
0.01463021,,,,,
0.034369867,,,,,
0.2618283,,,,,
0.20222461,,,,,
0.10101969,,,,,
0.038404815,,,,,
0.057968847,,,,,
0.06063923,,,,,
0.26701683,,,,,
0.26600456,,,,,
-0.033534806,,,,,
0.0016447775,,,,,
-0.02555708,,,,,
-0.00927218,,,,,
-0.010036988,,,,,
-0.026087055,,,,,
0.035344843,,,,,
-0.17836308,,,,,
0.09138449,,,,,
-0.07241638,,,,,
0.06534116,,,,,
0.11803922,,,,,
0.08301088,,,,,
0.2666556,,,,,
0.24319139,,,,,
0.13796754,,,,,
0.13569555,,,,,
0.09590538,,,,,
0.0868324,,,,,
0.076338515,,,,,
0.15674554,,,,,
-0.03372254,,,,,
-0.15031359,,,,,
0.022092085,,,,,
0.13799216,,,,,
0.081170514,,,,,
0.05270378,,,,,
0.2085682,,,,,
0.05355701,,,,,
0.03735642,,,,,
-0.03293424,,,,,
0.012794789,,,,,
-0.009078448,,,,,
-0.030311663,,,,,
0.33955002,,,,,
-0.5052053,,,,,
-0.52929205,,,,,
0.42064932,,,,,
0.18927775,,,,,
0.10460518,,,,,
0.19204243,,,,,
0.18954365,,,,,
