Layer 1 weights,Layer 2 weights,Layer 3 weights,Layer 1 biases,Layer 2 biases,Layer 3 biases
0.14281169,0.026729742,0.06203444,-0.017815925,,
0.12853636,0.1887421,-0.08026718,-0.0040257205,,
0.11467958,-0.117566325,0.2154107,-0.05033278,,
0.045811668,0.051888127,0.2114322,-0.064899504,,
0.059352603,0.011223956,-0.1417828,0.0046766824,,
0.06666534,0.22007443,0.028132422,0.06637322,,
0.060318287,-0.17837541,-0.026813092,-0.09997304,,
0.11830519,0.24470243,0.22105211,-0.0075488216,,
0.015706575,-0.03316939,-0.114071816,0.004956555,,
0.019700557,0.14131425,-0.08369683,0.013726976,,
0.03215388,0.02343368,0.083983764,0.036914065,,
0.1522948,0.09516076,0.1630046,-0.06794436,,
0.15384057,0.14761196,-0.11260733,0.07989405,,
-0.2890821,-0.06154843,-0.043592285,-0.17483999,,
-0.25660363,0.1106076,-0.12085252,-0.012054225,,
0.03114681,0.28702733,0.1478114,-0.10500006,,
-0.035036158,0.047647808,-0.0121183805,0.046985157,,
-0.106757246,0.0010778876,0.062574536,0.028092712,,
-0.016900685,0.031776864,-0.055704545,0.039221086,,
0.14662082,0.14068694,-0.16271767,-0.017804926,,
-0.116712876,-0.036819723,0.05813285,0.013496404,,
0.3468496,0.1343345,-0.045317035,0.019376637,,
0.3951056,0.08185401,-0.15590043,0.032777637,,
0.19811408,0.09122006,0.10940843,0.032420542,,
0.25230646,-0.0642817,0.0071673654,-0.0175802,,
0.14453009,0.0028297782,0.09078057,0.08888893,,
0.2046755,-0.04035386,-0.17416754,0.0008100519,,
0.16002133,-0.014889385,0.11531076,-0.034130357,,
0.09257228,0.09723704,-0.00079378486,-0.035994723,,
0.073549956,-0.05096366,-0.14526895,0.099212244,,
0.0057463013,0.15906353,-0.15391426,-0.015532432,,
-0.029511774,0.007849155,-0.10703156,0.015609568,,
0.022094563,0.17042889,0.22510841,,,
-0.011516282,0.016309815,0.050298855,,,
-0.0037722415,-0.043424483,0.012525343,,,
-0.026497744,-0.22117808,-0.15438364,,,
-0.05660629,0.12907377,0.1048735,,,
-0.101745315,-0.0928116,-0.149688,,,
-0.20205936,-0.013607248,0.021154791,,,
-0.174037,-0.036969848,-0.1324746,,,
-0.37567303,0.12159975,0.17760001,,,
-0.40286583,0.06461243,0.20029294,,,
-0.35086256,-0.0005587714,0.011660709,,,
0.2272652,0.048907675,0.041916125,,,
0.027601013,0.04102039,-0.15264289,,,
0.031286757,0.008909271,0.0028654914,,,
0.21324098,0.11872065,-0.032634422,,,
-0.33474797,-0.12365351,-0.15407386,,,
-0.15292567,0.089375354,-0.12216336,,,
-0.051913805,-0.04712436,0.021433888,,,
-0.0023010084,0.11652034,0.023896713,,,
0.0024318232,0.04921137,0.12451554,,,
0.05161323,0.009495863,-0.048484523,,,
0.060813073,0.08458753,0.12044031,,,
0.030955467,0.070852,0.09303908,,,
-0.035263453,0.0030283246,0.13017295,,,
-0.045968663,-0.0006999443,0.07818198,,,
-0.020031426,0.10858463,-0.031831946,,,
0.016764466,-0.028401617,0.20253617,,,
-0.027669726,0.10649833,-0.0649108,,,
0.007083641,0.15367036,0.012668205,,,
-0.0051225647,0.020225363,-0.103269875,,,
-0.0021507798,-0.03743384,-0.08182985,,,
-0.054619912,-0.03478132,-0.0037975186,,,
-0.0951917,0.12841173,-0.080084525,,,
-0.17979683,-0.11900638,0.012088973,,,
-0.17149585,0.10675949,-0.014927173,,,
-0.12914503,0.109027155,-0.1802179,,,
-0.14752515,-0.10389702,-0.19638951,,,
-0.21038228,0.030855311,0.075975284,,,
-0.19773963,0.12897404,-0.048180416,,,
0.10054424,-0.11383631,-0.051044144,,,
-0.010837964,-0.0543779,-0.14642292,,,
0.028358527,0.007554248,0.07438376,,,
0.40906903,0.036375143,0.16288678,,,
-0.49579802,0.1376903,-0.07258383,,,
-0.21382459,-0.116433986,-0.0062430426,,,
-0.070296034,0.06591329,-0.082109675,,,
-0.050589424,-0.12827726,0.082045645,,,
-0.04329474,0.06265045,0.030290974,,,
-0.06176492,0.05530495,0.091375686,,,
-0.047559127,0.028978007,0.21101841,,,
-0.061229676,0.016609404,0.0059914533,,,
-0.059365798,-0.0023920315,-0.027699243,,,
-0.099352635,0.071465515,0.0028931422,,,
-0.0461762,0.023586873,-0.13726161,,,
-0.055869546,-0.4192366,0.093093686,,,
-0.002929735,0.01791476,0.008619856,,,
0.014690999,0.25295717,-0.08609228,,,
-0.01755262,-0.036756836,0.04852947,,,
-0.053150937,-0.026805729,0.13158259,,,
-0.13483512,-0.0050977697,0.14869295,,,
-0.1894646,0.18723013,-0.08186783,,,
-0.13402507,0.18838191,0.0804363,,,
-0.0966555,0.05146462,0.07558379,,,
-0.16150324,-0.08429684,-0.10674069,,,
-0.15103997,-0.11715341,0.026879704,,,
-0.19857827,-0.047746852,0.11602715,,,
-0.26471123,0.1256825,-0.2388581,,,
-0.43575543,0.27214122,-0.013340806,,,
-0.030654768,-0.056291655,-0.074248075,,,
-0.0067695556,-0.123886034,-0.085952066,,,
0.54124916,0.061642326,0.14101487,,,
-0.37607452,0.08622254,0.14212869,,,
-0.20100568,0.039655756,-0.1042057,,,
-0.16888356,0.07073347,0.05313425,,,
-0.10037865,0.30506068,-0.13431713,,,
-0.07029903,-0.29817528,0.038505115,,,
-0.06657297,0.27630147,0.13016564,,,
-0.032836154,0.052264128,0.103200585,,,
-0.080572955,0.04599282,0.18928266,,,
-0.08215278,0.09049385,-0.041928843,,,
-0.0972067,0.030473182,-0.074689224,,,
-0.004666123,-0.104229294,-0.139241,,,
0.05623658,-0.115564525,-0.12972683,,,
0.013240139,-0.0765996,0.051764425,,,
-0.0436147,0.09452816,-0.04345355,,,
-0.059023183,-0.07584222,0.08547869,,,
-0.09670214,0.04564823,0.078917116,,,
-0.15774363,0.035487413,-0.045561053,,,
-0.19245829,0.122744724,0.079453826,,,
-0.16004016,-0.11045975,-0.042306475,,,
-0.14091466,0.079813525,-0.06584429,,,
-0.20616107,0.19476119,-0.17630388,,,
-0.16545779,0.04502488,-0.18678518,,,
-0.23034385,0.055100914,0.22352885,,,
-0.18781373,0.108996905,0.1023455,,,
-0.45758843,0.38017344,-0.030302987,,,
0.3596052,0.03315805,0.033045776,,,
0.46906102,0.040434267,-0.1665687,,,
0.33722645,0.32150623,0.03734257,,,
-0.041334912,-0.017835407,0.20198667,,,
-0.17488097,-0.039395723,0.006134717,,,
-0.18331867,0.27049437,-0.11469896,,,
-0.061040338,-0.32728016,0.03588111,,,
-0.06904899,-0.19134365,0.143871,,,
-0.064274125,0.018043716,0.057216685,,,
-0.0133560775,0.19788231,0.10338728,,,
-0.08470464,-0.072526805,-0.06345578,,,
-0.089334145,0.07965822,-0.2295081,,,
-0.08658773,-0.028267717,0.1887164,,,
0.022967558,0.13090113,-0.17410116,,,
0.124754176,0.017145142,0.017354986,,,
0.112905964,0.2768691,0.01922766,,,
0.04030105,0.045953915,-0.0007416098,,,
-0.06619883,0.012387483,-0.015638096,,,
-0.18444768,0.15663187,-0.06196197,,,
-0.1741983,0.12597851,-0.16460057,,,
-0.12931825,0.16230148,-0.022489553,,,
-0.1792861,0.09339891,-0.023335319,,,
-0.21055171,0.06963574,0.09980833,,,
-0.20846245,0.17397116,0.14764369,,,
-0.22694805,-0.067765184,-0.10928384,,,
-0.20159888,-0.021104842,0.14806266,,,
-0.35530236,-0.0006343892,-0.10500508,,,
-0.43045676,0.018870704,-0.045726433,,,
-0.07107692,0.02067196,0.17468017,,,
-0.011564895,0.031214375,-0.07685825,,,
0.15442243,-0.023717685,-0.088070765,,,
0.5206161,0.18076077,-0.10052612,,,
0.10901952,0.040910713,0.044512406,,,
0.01361383,-0.00029826854,-0.102310374,,,
-0.006891622,-0.056893934,0.014445822,,,
0.0025037539,0.011094478,0.09962328,,,
0.010517223,-0.11230397,0.16691545,,,
-0.075738154,0.11660613,0.15826064,,,
-0.097246654,0.028188258,0.14260232,,,
-0.10290963,-0.09532517,-0.15850571,,,
-0.04890727,0.1302761,0.13674276,,,
0.009734877,0.04019497,-0.14453124,,,
0.11144997,0.0062430147,-0.10103554,,,
0.13710573,-0.049824882,0.025400056,,,
-0.004379687,0.07533686,-0.07354767,,,
-0.07836101,0.034861,0.030465318,,,
-0.15455963,0.0047332663,-0.11976147,,,
-0.1308786,-0.07478292,-0.021942459,,,
-0.10405353,0.26370606,0.038289472,,,
-0.13703014,0.15524884,0.05396428,,,
-0.18051822,-0.09442437,-0.056901626,,,
-0.22120568,-0.043757904,-0.12988344,,,
-0.25718465,-0.085629486,-0.11047624,,,
-0.24844758,0.0233906,0.02169025,,,
-0.4382944,0.049730845,0.16130516,,,
-0.59315145,0.036713608,0.15471408,,,
-0.07743513,0.050003257,0.1479947,,,
0.048982248,0.05444746,-0.03815645,,,
0.2953187,-0.009455277,-0.07449553,,,
0.48820078,-0.043919556,-0.086902656,,,
0.04235271,-0.1770317,0.044024505,,,
0.15184893,-0.03682531,-0.083247684,,,
0.085620806,-0.028767291,-0.08429256,,,
0.037481062,0.04995713,0.07345181,,,
-0.04599582,0.08191197,-0.039961927,,,
-0.100646995,0.005694083,0.21025819,,,
-0.050150346,-0.011506471,-0.027963007,,,
-0.072944835,0.0021236697,0.0055574235,,,
-0.08229138,0.082309596,0.1581746,,,
0.011538243,-0.054891784,-0.1727767,,,
0.10442466,-0.11507268,0.0075026033,,,
0.061742596,0.07126551,-0.15748945,,,
-0.05932295,-0.10821035,0.07898287,,,
-0.09282968,0.013513912,-0.15628172,,,
-0.13609262,0.07729278,-0.2380222,,,
-0.11094048,0.007494308,0.17105784,,,
-0.037179247,0.53212327,-0.15811577,,,
-0.019729624,0.0633388,0.15037893,,,
-0.04303621,0.07401251,0.07093305,,,
-0.20162162,-0.014745437,-0.19735295,,,
-0.32039344,0.15662442,-0.15385692,,,
-0.29371965,-0.040621493,-0.049500182,,,
-0.28196403,0.14876431,-0.08864925,,,
-0.45484802,0.010134564,0.01717382,,,
-0.049843308,-0.09035971,0.037992805,,,
0.0048276456,0.08934359,-0.08822632,,,
-0.02614223,-0.044895362,-0.2082951,,,
0.18221854,-0.057855412,-0.010841534,,,
-0.090254374,-0.08911871,-0.09360927,,,
-0.07310637,0.23708852,0.05320884,,,
0.03587875,0.1000593,0.018322976,,,
-0.035231467,0.14606941,0.12245595,,,
-0.0921635,-0.10291223,-0.16711433,,,
-0.07189084,-0.007343906,-0.19235025,,,
-0.11676721,0.005980479,0.20805305,,,
-0.08659455,0.22224994,0.06917948,,,
-0.06529333,0.022086872,-0.1374268,,,
0.029996341,-0.069333136,0.028589938,,,
0.003458872,0.015532646,0.042875316,,,
-0.009542672,0.017373824,-0.15506092,,,
-0.12596783,0.12773792,-0.044555742,,,
-0.112978406,0.017317787,-0.1293053,,,
-0.07737637,0.06621831,-0.21994889,,,
-0.03159109,0.16080017,0.03913433,,,
0.08783853,-0.03981769,-0.0024857728,,,
0.2224067,-0.23507722,-0.27521557,,,
0.12437698,0.14659856,0.057653394,,,
-0.015004569,-0.087773725,-0.17142788,,,
-0.25616938,0.16172889,0.122399196,,,
-0.41676944,0.14784001,-0.14469953,,,
-0.46938053,0.059928525,0.1065823,,,
-0.1343923,-0.01538528,0.096335635,,,
0.0040174853,0.14315152,0.13214764,,,
0.03966637,-0.009572128,0.12961096,,,
-0.021720905,-0.025277788,0.040706065,,,
-0.20883152,-0.062460817,0.04114068,,,
-0.29129604,0.012137142,0.1334334,,,
-0.14047228,-0.037660964,-0.14283125,,,
-0.1166023,0.2137388,-0.042046204,,,
-0.13883068,-0.0034785485,0.10574809,,,
-0.0702373,0.0031524128,0.1023675,,,
-0.0552261,-0.0034185697,0.13388133,,,
-0.03290374,0.025118696,0.11339528,,,
-0.06401349,0.00801544,-0.059605524,,,
-0.06446627,-0.07011948,-0.069555216,,,
-0.03940928,0.025724351,0.01608719,,,
-0.03729828,-0.14791137,-0.15972197,,,
-0.070131145,0.31113076,0.12511477,,,
-0.076543875,0.14797132,0.018107103,,,
-0.09274038,-0.012677633,0.10793306,,,
-0.09925728,-0.21231592,0.10375482,,,
0.019455692,-0.010117973,-0.04418729,,,
0.14010015,0.2515534,-0.20478159,,,
0.1927211,-0.029618002,0.03701839,,,
0.21912831,0.01801694,0.023138423,,,
0.06630223,0.27320758,0.112695284,,,
0.11167992,-0.044096965,0.12610327,,,
-0.21306941,-0.098794624,0.08595216,,,
-0.36112493,0.06950408,-0.11177766,,,
0.25572497,-0.07407339,-0.20153363,,,
0.14532378,0.07617205,-0.103348084,,,
0.10485458,-0.09852468,0.028237462,,,
0.0011440257,0.008304064,0.15739806,,,
-0.19629526,-0.087724954,-0.039389856,,,
-0.2875529,0.022423133,-0.035526432,,,
-0.16539197,0.00826758,-0.15601794,,,
-0.18366359,0.022485357,-0.065672666,,,
-0.13201691,0.7352502,0.16877279,,,
-0.05069418,-0.012496521,0.1671121,,,
-0.0021240278,-0.051137265,0.15240559,,,
0.010284576,0.017832572,0.0006125178,,,
-0.02944308,-0.1316942,-0.0034503744,,,
-0.05975052,0.027775833,0.07049609,,,
0.014950404,0.040772367,0.03821607,,,
0.026474958,-0.032406453,-0.16712734,,,
0.009225331,-0.07601824,-0.23408484,,,
-0.10204852,0.027824493,0.13123211,,,
-0.13499744,0.052517414,-0.04267354,,,
-0.08773287,-0.018451981,-0.05285702,,,
0.076808006,0.14109075,0.15654266,,,
0.092363395,0.039326206,-0.05243117,,,
0.17936204,0.00064816856,0.05165081,,,
0.2067893,-0.1194915,-0.027236955,,,
0.13963602,0.010325923,0.021003839,,,
0.22058849,-0.021411983,0.098594435,,,
-0.17827278,-0.0654324,0.061773784,,,
-0.01041007,0.015935479,-0.1655931,,,
0.30441698,-0.12342431,0.035623714,,,
-0.16240862,-0.010739223,0.09094322,,,
-0.0062197903,-0.029386401,-0.10896566,,,
0.007950322,-0.00380246,0.058454014,,,
-0.28758532,0.09467774,0.01762261,,,
-0.26888552,0.012357956,-0.18553531,,,
-0.20910203,-0.04061328,0.15608644,,,
-0.14010221,-0.08042898,-0.033023056,,,
-0.02909167,-0.037902858,0.098815635,,,
-0.020375675,0.070480205,0.19001986,,,
0.083994545,-0.021240406,0.21181709,,,
0.076393194,-0.12094194,-0.19594984,,,
0.051566787,-0.12541828,-0.051637653,,,
0.0212388,-0.122380406,-0.07540704,,,
0.03484367,-0.06918423,-0.21213564,,,
0.063757196,-0.045568965,0.020303398,,,
0.033969626,0.02224036,0.09037923,,,
-0.10413303,-0.082933895,-0.21856175,,,
-0.1078807,-0.13632664,0.12010845,,,
-0.06128239,0.005180836,-0.026906265,,,
0.017403696,-0.095653236,-0.124725536,,,
0.15453,-0.14624844,0.02749604,,,
0.20375867,0.12196708,-0.16501138,,,
0.24300753,-0.07753401,-0.23733768,,,
0.17825031,-0.09174737,0.09739103,,,
0.12151965,-0.13432403,-0.09077433,,,
-0.02879893,-0.013396088,-0.07071993,,,
0.04519296,0.019086361,-0.20682794,,,
0.46060935,-0.014280685,0.145705,,,
-0.12282657,-0.08254166,-0.15144785,,,
-0.091344304,-0.116982184,-0.048254587,,,
-0.18881215,-0.068856426,-0.10341076,,,
-0.28707114,0.0212026,0.17042278,,,
-0.371352,0.10760064,-0.2364308,,,
-0.23793955,-0.049898602,0.14213172,,,
-0.11052654,-0.060901865,0.09712541,,,
-0.05811279,-0.11053718,-0.1598432,,,
0.05412759,-0.13352059,-0.06649951,,,
0.10719069,0.065154515,-0.05045858,,,
0.113127775,-0.09660093,0.061509445,,,
0.13520116,-0.043342277,-0.0063566915,,,
0.05396708,0.07647033,0.10146319,,,
0.06834408,0.054792706,-0.034767408,,,
0.072653346,-0.049190756,-0.13061005,,,
-0.02993049,-0.09941176,-0.013189763,,,
-0.10036798,-0.07754034,-0.028692193,,,
-0.103187196,-0.058107834,0.05283907,,,
-0.05505718,-0.06264858,-0.016547857,,,
0.07314072,-0.023903495,-0.10919128,,,
0.16319533,0.013845136,-0.120633416,,,
0.13538118,-0.0416231,-0.10784701,,,
0.13273652,-0.018376246,0.17244081,,,
0.123165764,-0.096792996,-0.05242775,,,
0.18984061,0.069684565,0.0777645,,,
0.1441706,-0.073610365,-0.17676312,,,
-0.29756856,-0.11567567,0.049721472,,,
0.3544602,-0.08193772,-0.064986326,,,
-0.04754605,-0.027160587,0.14453204,,,
0.014233706,0.009906075,-0.12054656,,,
-0.16702236,-0.061143454,0.18827632,,,
-0.34629625,0.0062364433,-0.0148555925,,,
-0.36807963,-0.13109826,-0.27241784,,,
-0.19605225,-0.1275182,0.0014310868,,,
-0.11784571,-0.034848727,0.013896987,,,
0.02382359,-0.02255506,0.1622069,,,
0.063220486,-0.0013420356,-0.10485019,,,
0.18809228,-0.023106249,-0.03797381,,,
0.1799035,-0.1275914,0.0030046818,,,
0.13191733,-0.10622788,0.026215665,,,
0.05926042,-0.12055561,0.027942631,,,
0.109241486,-0.119425505,-0.0343584,,,
0.0968503,0.023158923,0.09903705,,,
-0.0313474,-0.062216643,0.08417828,,,
-0.13121893,-0.041068386,-0.31007028,,,
-0.07251681,-0.03837945,-0.17669973,,,
0.026649695,-0.025794415,0.09286095,,,
0.042858295,-0.100197956,0.028241063,,,
0.106570154,-0.08493142,-0.05697996,,,
0.14247814,0.01903043,0.067403644,,,
0.10946624,-0.069773406,0.040831547,,,
0.14476691,-0.03610002,0.13334578,,,
0.13895601,-0.07308152,0.21873857,,,
0.26798362,-0.05093013,0.13217165,,,
0.030295834,-0.13741751,-0.070697434,,,
0.035006054,0.021410948,-0.02044508,,,
-0.026271762,-0.007101033,0.14578584,,,
0.021907162,-0.10403265,-0.14061253,,,
-0.17956772,0.0027532314,0.1533375,,,
-0.21834028,-0.115007445,-0.18127453,,,
-0.28959006,-0.07796375,0.13756528,,,
-0.20552756,-0.03165564,0.020079225,,,
-0.1153122,-0.031325385,-0.087356195,,,
-0.042224042,-0.06974864,0.20293882,,,
0.069506645,-0.10496369,0.057380587,,,
0.16168553,-0.061023053,-0.0875905,,,
0.21699978,-0.05462278,-0.26858652,,,
0.1582319,-0.07654893,-0.081012614,,,
0.10495099,-0.11519999,0.15898329,,,
0.058543764,0.090965524,-0.24544561,,,
0.06911688,-0.05718566,0.03338948,,,
-0.10801009,-0.14603266,0.010100167,,,
-0.12298625,-0.04743322,0.120556474,,,
-0.016784567,-0.0823463,0.092532426,,,
0.08746419,-0.14378545,-0.23806544,,,
0.07342386,0.0110342465,0.016335707,,,
0.064459264,-0.08951819,-0.23554717,,,
0.045109726,-0.053071067,0.10207866,,,
0.051191166,-0.083802216,-0.10824447,,,
0.08054392,-0.052299663,-0.2626747,,,
0.037016265,-0.13217573,-0.0519677,,,
0.30686006,-0.0668903,-0.08656418,,,
-0.07037461,-0.03637713,-0.14033388,,,
0.52940035,-0.07408587,-0.21270607,,,
-0.08607302,-0.1036449,-0.11124327,,,
-0.081536725,-0.08806864,-0.25230008,,,
-0.23989826,-0.043684077,0.07659346,,,
-0.21021634,-0.057395156,0.16572008,,,
-0.21452637,0.043987244,-0.2335976,,,
-0.23936144,-0.041562907,0.08457342,,,
-0.15930858,-0.0781324,-0.11014286,,,
-0.047115084,0.022884244,0.03871324,,,
0.017367072,0.08052976,-0.15403435,,,
0.11636082,0.0010068642,-0.014588881,,,
0.1372499,-0.008766391,0.040588267,,,
0.07988345,0.1174387,-0.040606786,,,
0.08539285,-0.02026574,-0.072992,,,
0.03367529,-0.11745895,-0.0062766694,,,
0.031184422,0.07407355,-0.020233192,,,
-0.024113066,0.14774744,-0.0012073948,,,
-0.01458359,-0.11077885,-0.13365126,,,
0.06617725,-0.12434065,0.0024771178,,,
0.09633073,0.0986884,-0.031516265,,,
0.045412898,-0.08513505,-0.16981213,,,
0.03016886,0.060734622,0.018622853,,,
0.024224952,-0.012032421,-0.036228094,,,
0.040611792,-0.054769613,-0.12779698,,,
0.09296907,0.066053815,0.020229712,,,
0.15243068,0.08785489,-0.05133401,,,
0.4068605,0.1576491,0.075298585,,,
-0.3377307,-0.33933938,-0.1593055,,,
0.2506278,0.10470035,0.13544147,,,
0.10755777,-0.093072474,0.178925,,,
0.07347211,0.094566725,0.10369905,,,
-0.39776918,-0.18705064,-0.057797827,,,
-0.3285387,-0.0671708,0.06481398,,,
-0.1779805,-0.10468131,0.015021457,,,
-0.16875334,-0.17304042,-0.17700309,,,
-0.18395127,0.025517,-0.19865745,,,
-0.09955099,-0.02742191,-0.1271256,,,
0.0028243205,0.14994381,0.11136038,,,
0.051956132,0.027650401,-0.067199565,,,
0.098801635,-0.076701686,-0.053795002,,,
0.11166719,0.045328204,0.040042333,,,
0.10462334,-0.0042560236,0.011518625,,,
0.051278535,0.15629806,-0.14698154,,,
0.028344637,-0.07252759,-0.009769544,,,
0.051388357,-0.0014198509,-0.09362738,,,
0.07900235,-0.091887005,0.08108053,,,
0.10476355,0.120765306,0.05921224,,,
0.078843646,-0.11540798,0.07229176,,,
0.0023778756,-0.044653352,-0.1233503,,,
0.0025092938,0.08057628,-0.124429554,,,
0.042621374,0.030354317,0.09235273,,,
0.06266016,-0.045374565,0.0751457,,,
0.07085622,0.02076205,0.19751617,,,
0.016575672,0.16904554,-0.057202805,,,
0.2729057,0.017574659,-0.09242763,,,
0.30115783,-0.03077833,0.056973763,,,
0.07653089,-0.19103229,0.18186206,,,
-0.030377218,0.06896452,0.07104246,,,
0.10255003,0.14378212,-0.10471003,,,
-0.28874975,0.008745843,-0.05986678,,,
-0.21756284,0.14834733,0.061326377,,,
